Sl.no,Date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
1429,01-03-2024,Bihar,4-Wheelers,99,6972
1430,01-03-2024,Madhya Pradesh,4-Wheelers,143,14743
1431,01-03-2024,Andhra Pradesh,4-Wheelers,366,7838
1432,01-03-2024,Assam,4-Wheelers,53,7465
1433,01-03-2024,Chhattisgarh,4-Wheelers,120,4348
1434,01-03-2024,Punjab,4-Wheelers,132,14348
1435,01-03-2024,West Bengal,4-Wheelers,495,8089
1436,01-03-2024,Haryana,4-Wheelers,305,23644
1437,01-03-2024,Jharkhand,4-Wheelers,52,4483
1438,01-03-2024,Goa,4-Wheelers,123,1730
1439,01-03-2024,Uttarakhand,4-Wheelers,51,4812
1440,01-03-2024,Jammu and Kashmir,4-Wheelers,18,4500
1441,01-03-2024,Tripura,4-Wheelers,3,556
1442,01-03-2024,Chandigarh,4-Wheelers,119,1294
1443,01-03-2024,Puducherry,4-Wheelers,5,1042
1444,01-03-2024,Meghalaya,4-Wheelers,3,1200
1445,01-03-2024,Himachal Pradesh,4-Wheelers,17,4147
1446,01-03-2024,DNH and DD,4-Wheelers,4,429
1447,01-03-2024,Manipur,4-Wheelers,2,370
1448,01-04-2021,Andhra Pradesh,2-Wheelers,436,63444
1449,01-04-2021,Assam,2-Wheelers,7,30344
1450,01-04-2021,Bihar,2-Wheelers,47,81056
1451,01-04-2021,Chandigarh,2-Wheelers,6,1200
1452,01-04-2021,Chhattisgarh,2-Wheelers,36,10274
1453,01-04-2021,Delhi,2-Wheelers,272,14233
1454,01-04-2021,Goa,2-Wheelers,36,3374
1455,01-04-2021,Gujarat,2-Wheelers,98,49005
1456,01-04-2021,Haryana,2-Wheelers,101,31078
1457,01-04-2021,Himachal Pradesh,2-Wheelers,9,4360
1458,01-04-2021,Jammu and Kashmir,2-Wheelers,22,6874
1459,01-04-2021,Jharkhand,2-Wheelers,80,26969
1460,01-04-2021,Karnataka,2-Wheelers,1549,59979
1461,01-04-2021,Kerala,2-Wheelers,379,57624
1462,01-04-2021,Madhya Pradesh,2-Wheelers,126,29491
1463,01-04-2021,Maharashtra,2-Wheelers,428,45515
1464,01-04-2021,Manipur,2-Wheelers,2,3048
1465,01-04-2021,Odisha,2-Wheelers,191,36953
1466,01-04-2021,Puducherry,2-Wheelers,18,2581
1467,01-04-2021,Punjab,2-Wheelers,9,24348
1468,01-04-2021,Rajasthan,2-Wheelers,325,48828
1469,01-04-2021,Tamil Nadu,2-Wheelers,1297,107658
1470,01-04-2021,Uttar Pradesh,2-Wheelers,171,137840
1471,01-04-2021,Uttarakhand,2-Wheelers,34,7607
1472,01-04-2021,West Bengal,2-Wheelers,9,65885
1473,01-05-2021,Andhra Pradesh,2-Wheelers,201,41370
1474,01-05-2021,Bihar,2-Wheelers,8,55276
1475,01-05-2021,Chhattisgarh,2-Wheelers,6,5280
1476,01-05-2021,Goa,2-Wheelers,27,379
1477,01-05-2021,Gujarat,2-Wheelers,106,33419
1478,01-05-2021,Haryana,2-Wheelers,17,7315
1479,01-05-2021,Himachal Pradesh,2-Wheelers,4,1721
1480,01-05-2021,Jammu and Kashmir,2-Wheelers,50,1916
1481,01-05-2021,Jharkhand,2-Wheelers,39,21680
1482,01-05-2021,Karnataka,2-Wheelers,140,4942
1483,01-05-2021,Kerala,2-Wheelers,95,6675
1484,01-05-2021,Maharashtra,2-Wheelers,189,16627
1485,01-05-2021,Odisha,2-Wheelers,28,5900
1486,01-05-2021,Puducherry,2-Wheelers,3,314
1487,01-05-2021,Punjab,2-Wheelers,21,14366
1488,01-05-2021,Rajasthan,2-Wheelers,33,18802
1489,01-05-2021,Tamil Nadu,2-Wheelers,237,17837
1490,01-05-2021,Uttar Pradesh,2-Wheelers,25,147458
1491,01-05-2021,Uttarakhand,2-Wheelers,6,2957
1492,01-05-2021,West Bengal,2-Wheelers,6,28906
1493,01-06-2021,Andhra Pradesh,2-Wheelers,369,53867
1494,01-06-2021,Assam,2-Wheelers,6,22586
1495,01-06-2021,Bihar,2-Wheelers,67,100771
1496,01-06-2021,Chandigarh,2-Wheelers,2,1314
1497,01-06-2021,Chhattisgarh,2-Wheelers,138,31808
1498,01-06-2021,DNH and DD,2-Wheelers,2,627
1499,01-06-2021,Delhi,2-Wheelers,205,22186
1500,01-06-2021,Goa,2-Wheelers,17,1533
1501,01-06-2021,Gujarat,2-Wheelers,207,59121
1502,01-06-2021,Haryana,2-Wheelers,74,31957
1503,01-06-2021,Himachal Pradesh,2-Wheelers,25,5098
1504,01-06-2021,Jammu and Kashmir,2-Wheelers,87,8677
1505,01-06-2021,Jharkhand,2-Wheelers,42,33533
1506,01-06-2021,Karnataka,2-Wheelers,560,19402
1507,01-06-2021,Kerala,2-Wheelers,184,17828
1508,01-06-2021,Madhya Pradesh,2-Wheelers,227,90928
1509,01-06-2021,Maharashtra,2-Wheelers,891,75098
1510,01-06-2021,Odisha,2-Wheelers,147,23193
1511,01-06-2021,Puducherry,2-Wheelers,31,2559
1512,01-06-2021,Punjab,2-Wheelers,71,23393
1513,01-06-2021,Rajasthan,2-Wheelers,515,59809
1514,01-06-2021,Tamil Nadu,2-Wheelers,660,45197
1515,01-06-2021,Uttar Pradesh,2-Wheelers,92,264409
1516,01-06-2021,Uttarakhand,2-Wheelers,37,9766
1517,01-06-2021,West Bengal,2-Wheelers,12,67354
1518,01-07-2021,Andhra Pradesh,2-Wheelers,811,58165
1519,01-07-2021,Assam,2-Wheelers,22,22521
1520,01-07-2021,Bihar,2-Wheelers,189,70562
1521,01-07-2021,Chandigarh,2-Wheelers,11,1286
1522,01-07-2021,Chhattisgarh,2-Wheelers,253,30642
1523,01-07-2021,DNH and DD,2-Wheelers,3,704
1524,01-07-2021,Delhi,2-Wheelers,818,24955
1525,01-07-2021,Goa,2-Wheelers,64,1694
1526,01-07-2021,Gujarat,2-Wheelers,358,68641
1527,01-07-2021,Haryana,2-Wheelers,134,24476
1528,01-07-2021,Himachal Pradesh,2-Wheelers,18,6543
1529,01-07-2021,Jammu and Kashmir,2-Wheelers,203,10104
1530,01-07-2021,Jharkhand,2-Wheelers,108,29512
1531,01-07-2021,Karnataka,2-Wheelers,3384,84001
1532,01-07-2021,Kerala,2-Wheelers,456,41455
1533,01-07-2021,Madhya Pradesh,2-Wheelers,469,99094
1534,01-07-2021,Maharashtra,2-Wheelers,2101,146083
1535,01-07-2021,Odisha,2-Wheelers,324,38080
1536,01-07-2021,Puducherry,2-Wheelers,38,3592
1537,01-07-2021,Punjab,2-Wheelers,318,27261
1538,01-07-2021,Rajasthan,2-Wheelers,1378,67308
1539,01-07-2021,Tamil Nadu,2-Wheelers,2801,122808
1540,01-07-2021,Uttar Pradesh,2-Wheelers,303,215180
1541,01-07-2021,Uttarakhand,2-Wheelers,76,12268
1542,01-07-2021,West Bengal,2-Wheelers,36,76665
1543,01-08-2021,Andhra Pradesh,2-Wheelers,666,58473
1544,01-08-2021,Assam,2-Wheelers,26,25097
1545,01-08-2021,Bihar,2-Wheelers,191,54618
1546,01-08-2021,Chandigarh,2-Wheelers,19,1380
1547,01-08-2021,Chhattisgarh,2-Wheelers,238,27491
1548,01-08-2021,DNH and DD,2-Wheelers,2,584
1549,01-08-2021,Delhi,2-Wheelers,995,26069
1550,01-08-2021,Goa,2-Wheelers,22,2316
1551,01-08-2021,Gujarat,2-Wheelers,584,54721
1552,01-08-2021,Haryana,2-Wheelers,441,30342
1553,01-08-2021,Himachal Pradesh,2-Wheelers,32,5430
1554,01-08-2021,Jammu and Kashmir,2-Wheelers,122,9978
1555,01-08-2021,Jharkhand,2-Wheelers,137,26589
1556,01-08-2021,Karnataka,2-Wheelers,3319,79751
1557,01-08-2021,Kerala,2-Wheelers,598,52507
1558,01-08-2021,Madhya Pradesh,2-Wheelers,457,67859
1559,01-08-2021,Maharashtra,2-Wheelers,2419,119076
1560,01-08-2021,Odisha,2-Wheelers,485,33821
1561,01-08-2021,Puducherry,2-Wheelers,34,3496
1562,01-08-2021,Punjab,2-Wheelers,342,27376
1563,01-08-2021,Rajasthan,2-Wheelers,1451,57021
1564,01-08-2021,Tamil Nadu,2-Wheelers,2745,109440
1565,01-08-2021,Uttar Pradesh,2-Wheelers,531,146734
1566,01-08-2021,Uttarakhand,2-Wheelers,114,11192
1567,01-08-2021,West Bengal,2-Wheelers,80,63613
1568,01-09-2021,Andhra Pradesh,2-Wheelers,766,51764
1569,01-09-2021,Assam,2-Wheelers,38,24438
1570,01-09-2021,Bihar,2-Wheelers,475,48021
1571,01-09-2021,Chandigarh,2-Wheelers,25,1162
1572,01-09-2021,Chhattisgarh,2-Wheelers,244,24790
1573,01-09-2021,Delhi,2-Wheelers,809,17347
1574,01-09-2021,Goa,2-Wheelers,87,3081
1575,01-09-2021,Gujarat,2-Wheelers,959,71820
1576,01-09-2021,Haryana,2-Wheelers,691,32590
1577,01-09-2021,Himachal Pradesh,2-Wheelers,33,4975
1578,01-09-2021,Jammu and Kashmir,2-Wheelers,157,7354
1579,01-09-2021,Jharkhand,2-Wheelers,149,24528
1580,01-09-2021,Karnataka,2-Wheelers,3539,80292
1581,01-09-2021,Kerala,2-Wheelers,789,48245
1582,01-09-2021,Madhya Pradesh,2-Wheelers,590,65166
1583,01-09-2021,Maharashtra,2-Wheelers,2166,92351
1584,01-09-2021,Odisha,2-Wheelers,490,28355
1585,01-09-2021,Puducherry,2-Wheelers,48,3211
1586,01-09-2021,Punjab,2-Wheelers,487,24819
1587,01-09-2021,Rajasthan,2-Wheelers,1625,48502
1588,01-09-2021,Tamil Nadu,2-Wheelers,2880,108477
1589,01-09-2021,Uttar Pradesh,2-Wheelers,730,132962
1590,01-09-2021,Uttarakhand,2-Wheelers,169,9926
1591,01-09-2021,West Bengal,2-Wheelers,84,65430
1592,01-10-2021,Andhra Pradesh,2-Wheelers,993,88110
1593,01-10-2021,Assam,2-Wheelers,28,32155
1594,01-10-2021,Bihar,2-Wheelers,470,50679
1595,01-10-2021,Chandigarh,2-Wheelers,18,1792
1596,01-10-2021,Chhattisgarh,2-Wheelers,301,33464
1597,01-10-2021,Delhi,2-Wheelers,995,26087
1598,01-10-2021,Goa,2-Wheelers,163,3914
1599,01-10-2021,Gujarat,2-Wheelers,1460,84700
1600,01-10-2021,Haryana,2-Wheelers,505,26891
1601,01-10-2021,Himachal Pradesh,2-Wheelers,29,4651
1602,01-10-2021,Jammu and Kashmir,2-Wheelers,199,8601
1603,01-10-2021,Jharkhand,2-Wheelers,253,28877
1604,01-10-2021,Karnataka,2-Wheelers,3709,76401
1605,01-10-2021,Kerala,2-Wheelers,833,42377
1606,01-10-2021,Ladakh,2-Wheelers,6,18
1607,01-10-2021,Madhya Pradesh,2-Wheelers,545,52075
1608,01-10-2021,Maharashtra,2-Wheelers,3554,131332
1609,01-10-2021,Manipur,2-Wheelers,6,2098
1610,01-10-2021,Odisha,2-Wheelers,948,52708
1611,01-10-2021,Puducherry,2-Wheelers,31,2839
1612,01-10-2021,Punjab,2-Wheelers,416,29940
1613,01-10-2021,Rajasthan,2-Wheelers,1602,65626
1614,01-10-2021,Tamil Nadu,2-Wheelers,2530,85674
1615,01-10-2021,Uttar Pradesh,2-Wheelers,1022,129924
1616,01-10-2021,Uttarakhand,2-Wheelers,129,12826
1617,01-10-2021,West Bengal,2-Wheelers,67,53475
1618,01-11-2021,Andhra Pradesh,2-Wheelers,1114,64835
1619,01-11-2021,Assam,2-Wheelers,120,29586
1620,01-11-2021,Bihar,2-Wheelers,604,107209
1621,01-11-2021,Chandigarh,2-Wheelers,79,2083
1622,01-11-2021,Chhattisgarh,2-Wheelers,509,63099
1623,01-11-2021,Delhi,2-Wheelers,1269,37710
1624,01-11-2021,Goa,2-Wheelers,178,4104
1625,01-11-2021,Gujarat,2-Wheelers,1569,110759
1626,01-11-2021,Haryana,2-Wheelers,871,43957
1627,01-11-2021,Himachal Pradesh,2-Wheelers,61,7398
1628,01-11-2021,Jammu and Kashmir,2-Wheelers,64,8083
1629,01-11-2021,Jharkhand,2-Wheelers,370,51355
1630,01-11-2021,Karnataka,2-Wheelers,3430,74444
1631,01-11-2021,Kerala,2-Wheelers,948,43718
1632,01-11-2021,Madhya Pradesh,2-Wheelers,940,99568
1633,01-11-2021,Maharashtra,2-Wheelers,3684,168326
1634,01-11-2021,Manipur,2-Wheelers,3,2490
1635,01-11-2021,Odisha,2-Wheelers,843,41128
1636,01-11-2021,Puducherry,2-Wheelers,47,2889
1637,01-11-2021,Punjab,2-Wheelers,803,46549
1638,01-11-2021,Rajasthan,2-Wheelers,2265,141368
1639,01-11-2021,Tamil Nadu,2-Wheelers,2844,111203
1640,01-11-2021,Uttar Pradesh,2-Wheelers,1347,225370
1641,01-11-2021,Uttarakhand,2-Wheelers,262,20977
1642,01-11-2021,West Bengal,2-Wheelers,309,79819
1643,01-12-2021,Andhra Pradesh,2-Wheelers,985,42446
1644,01-12-2021,Assam,2-Wheelers,93,28392
1645,01-12-2021,Bihar,2-Wheelers,467,63454
1646,01-12-2021,Chandigarh,2-Wheelers,30,1252
1647,01-12-2021,Chhattisgarh,2-Wheelers,500,24772
1648,01-12-2021,DNH and DD,2-Wheelers,4,1100
1649,01-12-2021,Delhi,2-Wheelers,1258,18687
1650,01-12-2021,Goa,2-Wheelers,153,3468
1651,01-12-2021,Gujarat,2-Wheelers,2111,92992
1652,01-12-2021,Haryana,2-Wheelers,670,40694
1653,01-12-2021,Himachal Pradesh,2-Wheelers,73,6044
1654,01-12-2021,Jammu and Kashmir,2-Wheelers,110,4076
1655,01-12-2021,Jharkhand,2-Wheelers,293,26077
1656,01-12-2021,Karnataka,2-Wheelers,4381,83147
1657,01-12-2021,Kerala,2-Wheelers,1107,43996
1658,01-12-2021,Madhya Pradesh,2-Wheelers,901,110877
1659,01-12-2021,Maharashtra,2-Wheelers,4775,134502
1660,01-12-2021,Manipur,2-Wheelers,4,3649
1661,01-12-2021,Odisha,2-Wheelers,939,26693
1662,01-12-2021,Puducherry,2-Wheelers,81,2589
1663,01-12-2021,Punjab,2-Wheelers,450,35287
1664,01-12-2021,Rajasthan,2-Wheelers,2119,61061
1665,01-12-2021,Tamil Nadu,2-Wheelers,3236,83485
1666,01-12-2021,Uttar Pradesh,2-Wheelers,1371,268713
1667,01-12-2021,Uttarakhand,2-Wheelers,229,12632
1668,01-12-2021,West Bengal,2-Wheelers,285,73989
1669,01-01-2022,Andhra Pradesh,2-Wheelers,1671,59712
1670,01-01-2022,Assam,2-Wheelers,92,26097
1671,01-01-2022,Bihar,2-Wheelers,409,51380
1672,01-01-2022,Chandigarh,2-Wheelers,19,1291
1673,01-01-2022,Chhattisgarh,2-Wheelers,595,31989
1674,01-01-2022,DNH and DD,2-Wheelers,6,758
1675,01-01-2022,Delhi,2-Wheelers,1762,24615
1676,01-01-2022,Goa,2-Wheelers,194,3015
1677,01-01-2022,Gujarat,2-Wheelers,2191,58107
1678,01-01-2022,Haryana,2-Wheelers,597,28339
1679,01-01-2022,Himachal Pradesh,2-Wheelers,22,3490
1680,01-01-2022,Jammu and Kashmir,2-Wheelers,76,3561
1681,01-01-2022,Jharkhand,2-Wheelers,240,24613
1682,01-01-2022,Karnataka,2-Wheelers,4386,74134
1683,01-01-2022,Kerala,2-Wheelers,1399,45699
1684,01-01-2022,Ladakh,2-Wheelers,6,20
1685,01-01-2022,Madhya Pradesh,2-Wheelers,862,75043
1686,01-01-2022,Maharashtra,2-Wheelers,5138,136937
1687,01-01-2022,Manipur,2-Wheelers,5,3660
1688,01-01-2022,Odisha,2-Wheelers,1333,45749
1689,01-01-2022,Puducherry,2-Wheelers,94,4044
1690,01-01-2022,Punjab,2-Wheelers,552,28295
1691,01-01-2022,Rajasthan,2-Wheelers,2359,50153
1692,01-01-2022,Tamil Nadu,2-Wheelers,4233,124399
1693,01-01-2022,Tripura,2-Wheelers,5,3043
1694,01-01-2022,Uttar Pradesh,2-Wheelers,1322,168934
1695,01-01-2022,Uttarakhand,2-Wheelers,184,10413
1696,01-01-2022,West Bengal,2-Wheelers,370,61071
1697,01-02-2022,Andhra Pradesh,2-Wheelers,2284,52013
1698,01-02-2022,Assam,2-Wheelers,108,25414
1699,01-02-2022,Bihar,2-Wheelers,495,59758
1700,01-02-2022,Chandigarh,2-Wheelers,22,1184
1701,01-02-2022,Chhattisgarh,2-Wheelers,635,28508
1702,01-02-2022,DNH and DD,2-Wheelers,4,817
1703,01-02-2022,Delhi,2-Wheelers,2384,25413
1704,01-02-2022,Goa,2-Wheelers,267,3248
1705,01-02-2022,Gujarat,2-Wheelers,2613,68658
1706,01-02-2022,Haryana,2-Wheelers,677,25667
1707,01-02-2022,Himachal Pradesh,2-Wheelers,57,4041
1708,01-02-2022,Jammu and Kashmir,2-Wheelers,101,4836
1709,01-02-2022,Jharkhand,2-Wheelers,338,27174
1710,01-02-2022,Karnataka,2-Wheelers,5593,75612
1711,01-02-2022,Kerala,2-Wheelers,1737,41273
1712,01-02-2022,Madhya Pradesh,2-Wheelers,974,69322
1713,01-02-2022,Maharashtra,2-Wheelers,6871,116043
1714,01-02-2022,Manipur,2-Wheelers,3,4773
1715,01-02-2022,Odisha,2-Wheelers,1266,41856
1716,01-02-2022,Puducherry,2-Wheelers,117,3410
1717,01-02-2022,Punjab,2-Wheelers,296,24506
1718,01-02-2022,Rajasthan,2-Wheelers,2563,56168
1719,01-02-2022,Tamil Nadu,2-Wheelers,4506,108851
1720,01-02-2022,Tripura,2-Wheelers,3,2705
1721,01-02-2022,Uttar Pradesh,2-Wheelers,1202,163699
1722,01-02-2022,Uttarakhand,2-Wheelers,223,9283
1723,01-02-2022,West Bengal,2-Wheelers,383,56937
1724,01-03-2022,Andhra Pradesh,2-Wheelers,3169,51588
1725,01-03-2022,Assam,2-Wheelers,179,29698
1726,01-03-2022,Bihar,2-Wheelers,1328,85165
1727,01-03-2022,Chandigarh,2-Wheelers,55,1883
1728,01-03-2022,Chhattisgarh,2-Wheelers,959,31244
1729,01-03-2022,DNH and DD,2-Wheelers,5,757
1730,01-03-2022,Delhi,2-Wheelers,3491,28871
1731,01-03-2022,Goa,2-Wheelers,235,4381
1732,01-03-2022,Gujarat,2-Wheelers,4507,79333
1733,01-03-2022,Haryana,2-Wheelers,1025,30295
1734,01-03-2022,Himachal Pradesh,2-Wheelers,61,3565
1735,01-03-2022,Jammu and Kashmir,2-Wheelers,227,5680
1736,01-03-2022,Jharkhand,2-Wheelers,607,38435
1737,01-03-2022,Karnataka,2-Wheelers,7288,91537
1738,01-03-2022,Kerala,2-Wheelers,2880,50610
1739,01-03-2022,Madhya Pradesh,2-Wheelers,1580,76256
1740,01-03-2022,Maharashtra,2-Wheelers,9687,130070
1741,01-03-2022,Manipur,2-Wheelers,2,3508
1742,01-03-2022,Odisha,2-Wheelers,2363,47801
1743,01-03-2022,Puducherry,2-Wheelers,181,3913
1744,01-03-2022,Punjab,2-Wheelers,716,31497
1745,01-03-2022,Rajasthan,2-Wheelers,3080,60106
1746,01-03-2022,Tamil Nadu,2-Wheelers,7708,124272
1747,01-03-2022,Tripura,2-Wheelers,18,3504
1748,01-03-2022,Uttar Pradesh,2-Wheelers,1986,180927
1749,01-03-2022,Uttarakhand,2-Wheelers,435,11692
1750,01-03-2022,West Bengal,2-Wheelers,626,73783
1751,01-04-2022,Andhra Pradesh,2-Wheelers,2745,56529
1752,01-04-2022,Assam,2-Wheelers,168,26813
1753,01-04-2022,Bihar,2-Wheelers,475,82418
1754,01-04-2022,Chandigarh,2-Wheelers,63,1881
1755,01-04-2022,Chhattisgarh,2-Wheelers,1397,30843
1756,01-04-2022,DNH and DD,2-Wheelers,4,804
1757,01-04-2022,Delhi,2-Wheelers,2832,32226
1758,01-04-2022,Goa,2-Wheelers,377,3817
1759,01-04-2022,Gujarat,2-Wheelers,6695,88648
1760,01-04-2022,Haryana,2-Wheelers,1215,30558
1761,01-04-2022,Himachal Pradesh,2-Wheelers,97,4637
1762,01-04-2022,Jammu and Kashmir,2-Wheelers,125,8306
1763,01-04-2022,Jharkhand,2-Wheelers,450,35590
1764,01-04-2022,Karnataka,2-Wheelers,8814,100400
1765,01-04-2022,Kerala,2-Wheelers,2908,41859
1766,01-04-2022,Madhya Pradesh,2-Wheelers,1337,75144
1767,01-04-2022,Maharashtra,2-Wheelers,7375,135969
1768,01-04-2022,Meghalaya,2-Wheelers,5,1472
1769,01-04-2022,Nagaland,2-Wheelers,2,444
1770,01-04-2022,Odisha,2-Wheelers,2261,44330
1771,01-04-2022,Puducherry,2-Wheelers,82,3044
1772,01-04-2022,Punjab,2-Wheelers,817,29934
1773,01-04-2022,Rajasthan,2-Wheelers,3771,70039
1774,01-04-2022,Tamil Nadu,2-Wheelers,5425,106643
1775,01-04-2022,Tripura,2-Wheelers,20,2797
1776,01-04-2022,Uttar Pradesh,2-Wheelers,2397,225079
1777,01-04-2022,Uttarakhand,2-Wheelers,602,12989
1778,01-04-2022,West Bengal,2-Wheelers,815,68909
1779,01-05-2022,Andhra Pradesh,2-Wheelers,1615,48041
1780,01-05-2022,Assam,2-Wheelers,112,28739
1781,01-05-2022,Bihar,2-Wheelers,458,113034
1782,01-05-2022,Chandigarh,2-Wheelers,44,1797
1783,01-05-2022,Chhattisgarh,2-Wheelers,834,28821
1784,01-05-2022,DNH and DD,2-Wheelers,6,790
1785,01-05-2022,Delhi,2-Wheelers,1760,28897
1786,01-05-2022,Goa,2-Wheelers,453,3338
1787,01-05-2022,Gujarat,2-Wheelers,4408,68621
1788,01-05-2022,Haryana,2-Wheelers,1178,32009
1789,01-05-2022,Himachal Pradesh,2-Wheelers,73,5131
1790,01-05-2022,Jammu and Kashmir,2-Wheelers,124,9505
1791,01-05-2022,Jharkhand,2-Wheelers,431,39317
1792,01-05-2022,Karnataka,2-Wheelers,5947,84301
1793,01-05-2022,Kerala,2-Wheelers,2373,40514
1794,01-05-2022,Madhya Pradesh,2-Wheelers,1310,94602
1795,01-05-2022,Maharashtra,2-Wheelers,8914,123203
1796,01-05-2022,Manipur,2-Wheelers,2,2443
1797,01-05-2022,Odisha,2-Wheelers,1714,38324
1798,01-05-2022,Puducherry,2-Wheelers,65,3122
1799,01-05-2022,Punjab,2-Wheelers,493,30377
1800,01-05-2022,Rajasthan,2-Wheelers,3701,73803
1801,01-05-2022,Tamil Nadu,2-Wheelers,3628,102565
1802,01-05-2022,Tripura,2-Wheelers,14,2768
1803,01-05-2022,Uttar Pradesh,2-Wheelers,1695,273962
1804,01-05-2022,Uttarakhand,2-Wheelers,377,12930
1805,01-05-2022,West Bengal,2-Wheelers,683,68721
1806,01-06-2022,Andhra Pradesh,2-Wheelers,1733,37538
1807,01-06-2022,Assam,2-Wheelers,101,21695
1808,01-06-2022,Bihar,2-Wheelers,716,79768
1809,01-06-2022,Chandigarh,2-Wheelers,63,1808
1810,01-06-2022,Chhattisgarh,2-Wheelers,1038,28027
1811,01-06-2022,Delhi,2-Wheelers,2755,27696
1812,01-06-2022,Goa,2-Wheelers,365,3042
1813,01-06-2022,Gujarat,2-Wheelers,5322,83549
1814,01-06-2022,Haryana,2-Wheelers,966,30435
1815,01-06-2022,Himachal Pradesh,2-Wheelers,104,5610
1816,01-06-2022,Jammu and Kashmir,2-Wheelers,159,8064
1817,01-06-2022,Jharkhand,2-Wheelers,461,32650
1818,01-06-2022,Karnataka,2-Wheelers,6800,91707
1819,01-06-2022,Kerala,2-Wheelers,2568,44015
1820,01-06-2022,Ladakh,2-Wheelers,14,590
1821,01-06-2022,Madhya Pradesh,2-Wheelers,1434,83413
1822,01-06-2022,Maharashtra,2-Wheelers,7880,115725
1823,01-06-2022,Manipur,2-Wheelers,13,3391
1824,01-06-2022,Meghalaya,2-Wheelers,2,1291
1825,01-06-2022,Mizoram,2-Wheelers,2,1750
1826,01-06-2022,Odisha,2-Wheelers,1693,39143
1827,01-06-2022,Puducherry,2-Wheelers,85,3331
1828,01-06-2022,Punjab,2-Wheelers,514,28256
1829,01-06-2022,Rajasthan,2-Wheelers,3427,58281
1830,01-06-2022,Tamil Nadu,2-Wheelers,3749,110740
1831,01-06-2022,Tripura,2-Wheelers,21,2761
1832,01-06-2022,Uttar Pradesh,2-Wheelers,1361,198411
1833,01-06-2022,Uttarakhand,2-Wheelers,374,13121
1834,01-06-2022,West Bengal,2-Wheelers,660,67878
1835,01-07-2022,Andhra Pradesh,2-Wheelers,1921,42632
1836,01-07-2022,Assam,2-Wheelers,120,26803
1837,01-07-2022,Bihar,2-Wheelers,638,62773
1838,01-07-2022,Chandigarh,2-Wheelers,58,2086
1839,01-07-2022,Chhattisgarh,2-Wheelers,1309,26466
1840,01-07-2022,DNH and DD,2-Wheelers,9,735
1841,01-07-2022,Delhi,2-Wheelers,2658,30654
1842,01-07-2022,Goa,2-Wheelers,579,2801
1843,01-07-2022,Gujarat,2-Wheelers,5592,83341
1844,01-07-2022,Haryana,2-Wheelers,710,30657
1845,01-07-2022,Himachal Pradesh,2-Wheelers,92,5377
1846,01-07-2022,Jammu and Kashmir,2-Wheelers,316,8717
1847,01-07-2022,Jharkhand,2-Wheelers,589,32122
1848,01-07-2022,Karnataka,2-Wheelers,5689,77333
1849,01-07-2022,Kerala,2-Wheelers,1964,37691
1850,01-07-2022,Madhya Pradesh,2-Wheelers,1722,81579
1851,01-07-2022,Maharashtra,2-Wheelers,8446,111895
1852,01-07-2022,Manipur,2-Wheelers,21,4103
1853,01-07-2022,Meghalaya,2-Wheelers,3,1363
1854,01-07-2022,Odisha,2-Wheelers,1816,32549
1855,01-07-2022,Puducherry,2-Wheelers,71,3298
1856,01-07-2022,Punjab,2-Wheelers,603,27082
1857,01-07-2022,Rajasthan,2-Wheelers,4574,63752
1858,01-07-2022,Tamil Nadu,2-Wheelers,4180,103800
1859,01-07-2022,Tripura,2-Wheelers,2,2632
1860,01-07-2022,Uttar Pradesh,2-Wheelers,1828,153826
1861,01-07-2022,Uttarakhand,2-Wheelers,404,12603
1862,01-07-2022,West Bengal,2-Wheelers,689,62610
1863,01-08-2022,Andhra Pradesh,2-Wheelers,1898,54365
1864,01-08-2022,Assam,2-Wheelers,202,27466
1865,01-08-2022,Bihar,2-Wheelers,849,64565
1866,01-08-2022,Chandigarh,2-Wheelers,59,1896
1867,01-08-2022,Chhattisgarh,2-Wheelers,1360,23146
1868,01-08-2022,DNH and DD,2-Wheelers,6,742
1869,01-08-2022,Delhi,2-Wheelers,3259,31869
1870,01-08-2022,Goa,2-Wheelers,303,4503
1871,01-08-2022,Gujarat,2-Wheelers,5059,74982
1872,01-08-2022,Haryana,2-Wheelers,915,33336
1873,01-08-2022,Himachal Pradesh,2-Wheelers,59,5281
1874,01-08-2022,Jammu and Kashmir,2-Wheelers,182,9131
1875,01-08-2022,Jharkhand,2-Wheelers,561,25332
1876,01-08-2022,Karnataka,2-Wheelers,7476,88611
1877,01-08-2022,Kerala,2-Wheelers,3069,50954
1878,01-08-2022,Madhya Pradesh,2-Wheelers,1931,98165
1879,01-08-2022,Maharashtra,2-Wheelers,9723,118886
1880,01-08-2022,Manipur,2-Wheelers,8,3647
1881,01-08-2022,Meghalaya,2-Wheelers,2,1734
1882,01-08-2022,Mizoram,2-Wheelers,6,2062
1883,01-08-2022,Odisha,2-Wheelers,2007,30540
1884,01-08-2022,Puducherry,2-Wheelers,91,3810
1885,01-08-2022,Punjab,2-Wheelers,645,32591
1886,01-08-2022,Rajasthan,2-Wheelers,4159,60191
1887,01-08-2022,Tamil Nadu,2-Wheelers,5306,120312
1888,01-08-2022,Tripura,2-Wheelers,14,2643
1889,01-08-2022,Uttar Pradesh,2-Wheelers,1920,131703
1890,01-08-2022,Uttarakhand,2-Wheelers,494,12711
1891,01-08-2022,West Bengal,2-Wheelers,663,62200
